136	76											
136	78	2										
136	82	4										
136	84	2										
136	86	2										
136	90	4										
136	92	2										
136	96	4										
136	100	4										
136	104	4										
136	108	4										
136	110	2										
136	114	4										
136	117	3										
136	120	3										
136	124	4										
136	126	2										
136	128	2										
136	132	4										
136	136	4										
136	140	4										
136	143	3										
136	147	4										
136	151	4										
136	154	3										
136	156	2										
136	160	4										
136	162	2										
136	164	2										
136	167	3										
136	169	2										
136	173	4										
136	176	3										
136	179	3										
136	183	4										
136	185	2										
136	189	4										
136	191	2										
136	195	4										
136	199	4										
136	201	2										
136	203	2										
136	207	4										
136	210	3										
136	214	4										
136	216	2										
136	220	4										
136	223	3										
136	226	3										
136	228	2										
136	231	3										
136	233	2										
136	235	2										
136	238	3										
136	242	4										
136	246	4										
136	249	3										
136	253	4										
136	255	2										
136	257	2										
136	259	2										
136	261	2										
136	263	2										
136	267	4										
136	271	4										
136	273	2										
136	275	2										
136	279	4										
136	283	4										
136	285	2										
136	287	2										
136	291	4										
136	295	4										
136	299	4										
136	302	3										
136	304	2										
136	307	3										
136	309	2										
136	311	2										
136	313	2										
136	316	3										
136	318	2										
322	90	-228										
322	94	4										
322	98	4										
322	100	2										
322	102	2										
322	106	4										
322	108	2										
322	110	2										
322	113	3										
322	116	3										
322	120	4										
322	122	2										
322	124	2										
322	126	2										
322	128	2										
322	132	4										
322	136	4										
322	140	4										
322	144	4										
322	146	2										
322	150	4										
322	154	4										
322	158	4										
322	161	3										
322	163	2										
322	165	2										
322	169	4										
322	171	2										
322	173	2										
322	177	4										
322	181	4										
322	185	4										
322	188	3										
322	192	4										
322	196	4										
322	198	2										
322	200	2										
322	204	4										
322	206	2										
322	208	2										
322	212	4										
322	214	2										
322	218	4										
322	220	2										
322	222	2										
322	224	2										
322	226	2										
322	228	2										
322	231	3										
322	235	4										
322	237	2										
322	241	4										
322	244	3										
322	248	4										
322	250	2										
322	252	2										
322	256	4										
322	258	2										
322	261	3										
322	263	2										
322	267	4										
322	270	3										
322	272	2										
322	274	2										
322	278	4										
322	280	2										
322	284	4										
322	288	4										
322	290	2										
322	294	4										
322	298	4										
322	301	3										
322	304	3										
322	306	2										
322	309	3										
322	313	4										
322	315	2										
322	317	2										
322	319	2										
322	322	3										
322	324	2										
322	328	4										
322	331	3										
322	335	4										
322	337	2										
322	341	4										
322	345	4										
322	347	2										
322	349	2										
322	351	2										
322	355	4										
322	359	4										
322	361	2										
322	365	4										
473	59	-306										
473	61	2										
473	64	3										
473	66	2										
473	69	3										
473	72	3										
473	74	2										
473	77	3										
473	79	2										
473	82	3										
473	84	2										
473	88	4										
473	96	8										
473	100	4										
473	102	2										
473	106	4										
473	108	2										
473	112	4										
473	116	4										
473	120	4										
473	124	4										
473	126	2										
473	129	3										
473	131	2										
473	133	2										
473	135	2										
473	138	3										
473	141	3										
473	143	2										
473	147	4										
473	151	4										
473	155	4										
473	159	4										
473	161	2										
473	164	3										
473	168	4										
473	170	2										
473	174	4										
473	178	4										
473	180	2										
473	183	3										
473	185	2										
473	189	4										
473	193	4										
473	196	3										
473	200	4										
473	204	4										
658	94	-110										
658	98	4										
658	100	2										
658	102	2										
658	106	4										
658	108	2										
658	110	2										
658	112	2										
658	116	4										
658	120	4										
658	124	4										
658	126	2										
658	130	4										
658	134	4										
658	137	3										
658	141	4										
658	145	4										
658	148	3										
658	152	4										
658	156	4										
658	158	2										
658	160	2										
658	163	3										
658	166	3										
658	169	3										
658	173	4										
658	175	2										
658	177	2										
658	180	3										
658	182	2										
658	185	3										
658	187	2										
658	189	2										
658	191	2										
658	193	2										
658	197	4										
658	199	2										
658	203	4										
658	207	4										
658	211	4										
658	215	4										
658	219	4										
658	221	2										
658	223	2										
658	227	4										
658	231	4										
658	234	3										
658	238	4										
658	241	3										
658	243	2										
658	247	4										
658	251	4										
658	253	2										
658	256	3										
658	260	4										
658	264	4										
658	268	4										
658	272	4										
658	276	4										
658	280	4										
658	283	3										
658	287	4										
658	290	3										
658	294	4										
658	298	4										
658	302	4										
658	305	3										
658	309	4										
658	311	2										
658	313	2										
658	315	2										
658	319	4										
658	321	2										
658	323	2										
658	327	4										
658	331	4										
658	335	4										
658	338	3										
658	342	4										
658	346	4										
658	348	2										
658	352	4										
658	356	4										
658	358	2										
658	362	4										
658	364	2										
658	367	3										
658	371	4										
658	375	4										
658	378	3										
658	382	4										
658	388	6										
658	390	2										
658	394	4										
658	397	3										
658	401	4										
816	21	-380										
816	23	2										
816	26	3										
816	29	3										
816	31	2										
816	34	3										
816	37	3										
816	41	4										
816	43	2										
816	45	2										
816	49	4										
816	52	3										
816	56	4										
816	58	2										
816	62	4										
816	66	4										
816	70	4										
816	74	4										
816	78	4										
816	80	2										
816	82	2										
816	85	3										
816	87	2										
816	89	2										
816	91	2										
816	94	3										
816	97	3										
816	100	3										
816	104	4										
816	108	4										
816	112	4										
816	115	3										
816	119	4										
816	123	4										
816	127	4										
816	129	2										
816	133	4										
816	135	2										
816	139	4										
816	143	4										
816	147	4										
816	149	2										
816	153	4										
816	157	4										
816	159	2										
816	163	4										
816	165	2										
922	73	-92										
922	75	2										
922	79	4										
922	83	4										
922	87	4										
922	91	4										
922	93	2										
922	95	2										
922	97	2										
922	99	2										
922	101	2										
922	103	2										
922	106	3										
922	108	2										
922	110	2										
922	112	2										
922	115	3										
922	117	2										
922	119	2										
922	123	4										
922	127	4										
922	130	3										
922	132	2										
922	136	4										
922	140	4										
922	142	2										
1097	93	-49										
1097	97	4										
1097	100	3										
1097	104	4										
1097	108	4										
1097	111	3										
1097	114	3										
1097	118	4										
1097	120	2										
1097	124	4										
1097	128	4										
1097	132	4										
1097	136	4										
1097	140	4										
1097	144	4										
1097	148	4										
1097	150	2										
1097	152	2										
1097	156	4										
1097	159	3										
1097	163	4										
1097	167	4										
1097	169	2										
1097	171	2										
1097	174	3										
1097	176	2										
1097	178	2										
1097	182	4										
1097	184	2										
1097	186	2										
1097	190	4										
1097	193	3										
1097	195	2										
1097	198	3										
1097	202	4										
1097	204	2										
1097	208	4										
1097	210	2										
1209	42	-168										
1209	46	4										
1209	48	2										
1209	50	2										
1209	52	2										
1209	55	3										
1209	59	4										
1209	61	2										
1209	65	4										
1209	68	3										
1209	72	4										
1209	74	2										
1209	76	2										
1209	78	2										
1209	81	3										
1209	83	2										
1209	87	4										
1209	93	6										
1209	95	2										
1209	99	4										
1209	101	2										
1209	105	4										
1209	107	2										
1209	111	4										
1209	113	2										
1209	117	4										
1209	121	4										
1209	125	4										
1209	129	4										
1209	133	4										
1209	136	3										
1209	139	3										
1209	141	2										
1209	144	3										
1209	148	4										
1209	150	2										
1209	154	4										
1209	157	3										
1209	161	4										
1209	164	3										
1209	168	4										
1209	170	2										
1209	173	3										
1209	177	4										
1209	181	4										
1209	183	2										
1390	55	-128										
1390	58	3										
1390	62	4										
1390	64	2										
1390	66	2										
1390	70	4										
1390	74	4										
1390	76	2										
1390	78	2										
1390	82	4										
1390	86	4										
1390	88	2										
1390	92	4										
1390	94	2										
1390	98	4										
1390	100	2										
1390	104	4										
1390	108	4										
1390	110	2										
1390	113	3										
1390	117	4										
1390	119	2										
1390	121	2										
1390	125	4										
1390	127	2										
1390	130	3										
1390	134	4										
1390	138	4										
1390	142	4										
1390	144	2										
1390	147	3										
1390	150	3										
1573	32	-118										
1573	34	2										
1573	36	2										
1573	39	3										
1573	43	4										
1573	47	4										
1573	49	2										
1573	53	4										
1573	56	3										
1573	59	3										
1573	63	4										
1573	66	3										
1573	68	2										
1573	72	4										
1573	75	3										
1573	79	4										
1573	81	2										
1573	85	4										
1573	89	4										
1573	93	4										
1573	95	2										
1573	97	2										
1573	101	4										
1573	103	2										
1573	106	3										
1573	110	4										
1573	113	3										
1573	115	2										
1573	119	4										
1573	121	2										
1573	125	4										
1573	129	4										
1573	131	2										
1573	135	4										
1573	139	4										
1573	143	4										
1573	147	4										
1573	151	4										
1573	153	2										
1573	155	2										
1573	157	2										
1573	161	4										
1573	165	4										
1573	167	2										
1573	171	4										
1573	175	4										
1573	177	2										
1573	180	3										
1573	182	2										
1573	184	2										
1573	186	2										
1573	190	4										
1573	194	4										
1573	198	4										
1573	200	2										
1573	202	2										
1573	205	3										
1573	209	4										
1573	211	2										
1573	215	4										
1573	218	3										
1573	222	4										
1573	226	4										
1573	230	4										
1573	234	4										
1573	238	4										
1573	240	2										
1573	244	4										
1573	248	4										
1573	250	2										
1573	254	4										
1573	258	4										
1573	262	4										
1573	266	4										
1573	270	4										
1573	274	4										
1573	277	3										
1573	280	3										
1573	283	3										
1573	285	2										
1573	287	2										
1573	289	2										
1573	292	3										
1573	296	4										
1573	300	4										
1573	303	3										
1573	306	3										
1573	308	2										
1573	310	2										
1573	312	2										
1573	316	4										
1573	318	2										
1573	320	2										
1573	323	3										
1573	327	4										
1573	330	3										
1573	334	4										
1757	50	-284										
1757	54	4										
1757	56	2										
1757	58	2										
1757	60	2										
1757	62	2										
1757	66	4										
1757	68	2										
1757	71	3										
1757	75	4										
1757	77	2										
1757	81	4										
1757	85	4										
