-6,283185307;0,725543693
-6,281928544;0,571548615
-6,280671782;0,735452989
-6,279415019;0,571196637
-6,278158256;0,589277792
-6,276901493;0,72262498
-6,275644731;0,705731596
-6,274387968;0,658442617
-6,273131205;0,599330817
-6,271874443;0,754411485
-6,27061768;0,698713824
-6,269360917;0,750934931
-6,268104154;0,68517198
-6,266847392;0,651650734
-6,265590629;0,602444628
-6,264333866;0,740035181
-6,263077103;0,710714783
-6,261820341;0,612031948
-6,260563578;0,736952445
-6,259306815;0,748105706
-6,258050052;0,774949392
-6,25679329;0,711521593
-6,255536527;0,692995302
-6,254279764;0,764353858
-6,253023001;0,709002454
-6,251766239;0,775685972
-6,250509476;0,608178775
-6,249252713;0,74830274
-6,247995951;0,652848576
-6,246739188;0,619997703
-6,245482425;0,750596331
-6,244225662;0,637467221
-6,2429689;0,732511129
-6,241712137;0,723933653
-6,240455374;0,736631175
-6,239198611;0,809524893
-6,237941849;0,701426296
-6,236685086;0,688956161
-6,235428323;0,780983434
-6,23417156;0,665382751
-6,232914798;0,805290374
-6,231658035;0,674943424
-6,230401272;0,700002962
-6,229144509;0,826040076
-6,227887747;0,715590898
-6,226630984;0,677527651
-6,225374221;0,804352052
-6,224117459;0,729374381
-6,222860696;0,705011382
-6,221603933;0,826586315
-6,22034717;0,746211874
-6,219090408;0,749049708
-6,217833645;0,715348052
-6,216576882;0,85233466
-6,215320119;0,829953279
-6,214063357;0,694218724
-6,212806594;0,722639441
-6,211549831;0,728374765
-6,210293068;0,820328452
-6,209036306;0,879863158
-6,207779543;0,799079619
-6,20652278;0,754391051
-6,205266017;0,718019191
-6,204009255;0,700789985
-6,202752492;0,794559714
-6,201495729;0,760605545
-6,200238966;0,7227507
-6,198982204;0,770878795
-6,197725441;0,851475502
-6,196468678;0,711914115
-6,195211916;0,770269444
-6,193955153;0,888234382
-6,19269839;0,905534559
-6,191441627;0,886839607
-6,190184865;0,825601618
-6,188928102;0,730867879
-6,187671339;0,856852641
-6,186414576;0,845699905
-6,185157814;0,782663209
-6,183901051;0,736088586
-6,182644288;0,918501104
-6,181387525;0,862291851
-6,180130763;0,823844257
-6,178874;0,85527176
-6,177617237;0,880943412
-6,176360474;0,763548913
-6,175103712;0,949390718
-6,173846949;0,786261991
-6,172590186;0,804336098
-6,171333424;0,824865516
-6,170076661;0,812974215
-6,168819898;0,818489333
-6,167563135;0,857804802
-6,166306373;0,88043726
-6,16504961;0,88093396
-6,163792847;0,861390282
-6,162536084;0,827669265
-6,161279322;0,83977654
-6,160022559;0,93326757
-6,158765796;0,838849367
-6,157509033;0,966287812
-6,156252271;0,985362771
-6,154995508;0,866791332
-6,153738745;0,821710317
-6,152481982;0,867820416
-6,15122522;0,968708309
-6,149968457;0,983295768
-6,148711694;0,833230701
-6,147454932;0,891387325
-6,146198169;0,993688819
-6,144941406;0,829335417
-6,143684643;0,980277198
-6,142427881;0,853272462
-6,141171118;0,990724992
-6,139914355;0,952724943
-6,138657592;0,969611214
-6,13740083;0,949410105
-6,136144067;1,008585142
-6,134887304;0,946309367
-6,133630541;0,866914283
-6,132373779;1,010235337
-6,131117016;0,883469581
-6,129860253;0,959958997
-6,12860349;0,861687981
-6,127346728;0,953464653
-6,126089965;0,859642923
-6,124833202;1,006184313
-6,123576439;1,02459972
-6,122319677;0,936324995
-6,121062914;0,886184706
-6,119806151;1,022168249
-6,118549389;0,994931034
-6,117292626;0,933476186
-6,116035863;0,930565542
-6,1147791;0,980251784
-6,113522338;0,954492441
-6,112265575;0,950405826
-6,111008812;1,041037145
-6,109752049;0,946566712
-6,108495287;0,890745268
-6,107238524;1,083610742
-6,105981761;0,899966764
-6,104724998;1,080657749
-6,103468236;0,972647478
-6,102211473;0,915110574
-6,10095471;0,956970649
